Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2022,133,7OT,1305,132
2022,133,7OT,1306,209
2022,133,7OT,1307,90
2022,133,7OT,1308,51
2022,133,7OT,1309,301
2022,133,7OT,1310,198
2022,133,7OT,1311,204
2022,133,7OT,1312,315
2022,133,7OT,1313,211
2022,133,7OT,1314,37
2022,133,7OT,1315,342
2022,133,7OT,1316,266
2022,133,7OT,1317,31
2022,133,7OT,1318,229
2022,133,7OT,1319,319
2022,133,7OT,1320,68
2022,133,7OT,1321,145
2022,133,7OT,1322,311
2022,133,7OT,1323,46
2022,133,7OT,1324,81
2022,133,7OT,1325,80
2022,133,7OT,1326,38
2022,133,7OT,1328,45
2022,133,7OT,1329,61
2022,133,7OT,1330,179
2022,133,7OT,1331,188
2022,133,7OT,1332,77
2022,133,7OT,1333,236
2022,133,7OT,1334,306
2022,133,7OT,1335,231
2022,133,7OT,1336,150
2022,133,7OT,1337,248
2022,133,7OT,1338,238
2022,133,7OT,1339,196
2022,133,7OT,1340,284
2022,133,7OT,1341,261
2022,133,7OT,1342,282
2022,133,7OT,1343,131
2022,133,7OT,1344,36
2022,133,7OT,1345,18
2022,133,7OT,1346,243
2022,133,7OT,1347,258
2022,133,7OT,1348,98
2022,133,7OT,1349,178
2022,133,7OT,1350,82
2022,133,7OT,1351,237
2022,133,7OT,1352,244
2022,133,7OT,1353,149
2022,133,7OT,1354,345
2022,133,7OT,1355,28
2022,133,7OT,1356,187
2022,133,7OT,1357,341
2022,133,7OT,1358,152
2022,133,7OT,1359,186
2022,133,7OT,1360,216
2022,133,7OT,1361,29
2022,133,7OT,1362,10
2022,133,7OT,1363,280
2022,133,7OT,1364,173
2022,133,7OT,1365,53
2022,133,7OT,1367,232
2022,133,7OT,1368,270
2022,133,7OT,1369,253
2022,133,7OT,1370,153
2022,133,7OT,1371,106
2022,133,7OT,1372,60
2022,133,7OT,1373,242
2022,133,7OT,1374,50
2022,133,7OT,1375,177
2022,133,7OT,1376,140
2022,133,7OT,1377,190
2022,133,7OT,1378,255
2022,133,7OT,1379,320
2022,133,7OT,1380,307
2022,133,7OT,1381,168
2022,133,7OT,1382,69
2022,133,7OT,1383,325
2022,133,7OT,1384,291
2022,133,7OT,1385,91
2022,133,7OT,1386,130
2022,133,7OT,1387,21
2022,133,7OT,1388,5
2022,133,7OT,1389,99
2022,133,7OT,1390,122
2022,133,7OT,1391,334
2022,133,7OT,1392,154
2022,133,7OT,1393,44
2022,133,7OT,1394,289
2022,133,7OT,1395,103
2022,133,7OT,1396,142
2022,133,7OT,1397,9
2022,133,7OT,1398,302
2022,133,7OT,1399,252
2022,133,7OT,1400,41
2022,133,7OT,1401,76
2022,133,7OT,1402,169
2022,133,7OT,1403,23
2022,133,7OT,1404,309
2022,133,7OT,1405,57
2022,133,7OT,1406,64
2022,133,7OT,1407,202
2022,133,7OT,1408,72
2022,133,7OT,1409,212
2022,133,7OT,1410,305
2022,133,7OT,1411,285
2022,133,7OT,1412,24
2022,133,7OT,1413,223
2022,133,7OT,1414,192
2022,133,7OT,1415,166
2022,133,7OT,1416,115
2022,133,7OT,1417,14
2022,133,7OT,1418,161
2022,133,7OT,1419,256
2022,133,7OT,1420,195
2022,133,7OT,1421,227
2022,133,7OT,1422,185
2022,133,7OT,1423,224
2022,133,7OT,1424,75
2022,133,7OT,1425,74
2022,133,7OT,1426,221
2022,133,7OT,1427,295
2022,133,7OT,1428,210
2022,133,7OT,1429,58
2022,133,7OT,1430,97
2022,133,7OT,1431,125
2022,133,7OT,1433,8
2022,133,7OT,1434,225
2022,133,7OT,1435,119
2022,133,7OT,1436,39
2022,133,7OT,1437,15
2022,133,7OT,1438,94
2022,133,7OT,1439,32
2022,133,7OT,1440,247
2022,133,7OT,1441,318
2022,133,7OT,1442,246
2022,133,7OT,1443,124
2022,133,7OT,1444,294
2022,133,7OT,1447,127
2022,133,7OT,1448,95
2022,133,7OT,1449,117
2022,133,7OT,1450,20
2022,133,7OT,1451,126
2022,133,7OT,1452,83
2022,133,7OT,1453,337
2022,133,7OT,1454,314
2022,133,7OT,1455,62
2022,133,7OT,1456,324
2022,133,7OT,1457,199
2022,133,7OT,1458,34
2022,133,7OT,1459,174
2022,133,7OT,1460,156
2022,133,7OT,1461,70
2022,133,7OT,1462,49
2022,133,7OT,1463,79
2022,133,7OT,1464,222
2022,133,7OT,1465,165
2022,133,7OT,1466,292
2022,133,7OT,1467,257
2022,133,7OT,1468,159
2022,133,7OT,1469,234
2022,133,7OT,1470,207
2022,133,7OT,1471,268
2022,133,AP,1112,2
2022,133,AP,1116,17
2022,133,AP,1120,8
2022,133,AP,1124,4
2022,133,AP,1129,23
2022,133,AP,1161,24
2022,133,AP,1163,21
2022,133,AP,1181,9
2022,133,AP,1211,1
2022,133,AP,1222,15
2022,133,AP,1228,19
2022,133,AP,1234,16
2022,133,AP,1242,3
2022,133,AP,1246,7
2022,133,AP,1293,20
2022,133,AP,1344,13
2022,133,AP,1345,10
2022,133,AP,1388,18
2022,133,AP,1397,5
2022,133,AP,1400,25
2022,133,AP,1403,12
2022,133,AP,1417,11
2022,133,AP,1425,22
2022,133,AP,1437,6
2022,133,AP,1458,14
2022,133,ARG,1101,100
2022,133,ARG,1102,253
2022,133,ARG,1103,102
2022,133,ARG,1104,29
2022,133,ARG,1105,325
2022,133,ARG,1106,323
2022,133,ARG,1107,293
2022,133,ARG,1108,269
2022,133,ARG,1110,339
2022,133,ARG,1111,139
2022,133,ARG,1112,1
2022,133,ARG,1113,106
2022,133,ARG,1114,296
2022,133,ARG,1115,350
2022,133,ARG,1116,17
2022,133,ARG,1117,168
2022,133,ARG,1119,289
2022,133,ARG,1120,6
2022,133,ARG,1122,284
2022,133,ARG,1123,266
2022,133,ARG,1124,5
2022,133,ARG,1125,65
2022,133,ARG,1126,335
2022,133,ARG,1127,288
2022,133,ARG,1129,26
2022,133,ARG,1130,180
2022,133,ARG,1131,216
2022,133,ARG,1132,270
2022,133,ARG,1133,127
2022,133,ARG,1135,226
2022,133,ARG,1136,184
2022,133,ARG,1137,341
2022,133,ARG,1138,123
2022,133,ARG,1139,142
2022,133,ARG,1140,66
2022,133,ARG,1141,321
2022,133,ARG,1142,320
2022,133,ARG,1143,182
2022,133,ARG,1144,207
2022,133,ARG,1145,274
2022,133,ARG,1146,283
2022,133,ARG,1148,348
2022,133,ARG,1149,342
2022,133,ARG,1150,178
2022,133,ARG,1151,46
2022,133,ARG,1152,336
2022,133,ARG,1153,118
2022,133,ARG,1154,228
2022,133,ARG,1155,90
2022,133,ARG,1156,195
2022,133,ARG,1157,154
2022,133,ARG,1158,157
2022,133,ARG,1159,152
2022,133,ARG,1160,71
2022,133,ARG,1161,23
2022,133,ARG,1162,353
2022,133,ARG,1163,18
2022,133,ARG,1164,305
2022,133,ARG,1165,188
2022,133,ARG,1166,44
2022,133,ARG,1167,291
2022,133,ARG,1168,147
2022,133,ARG,1169,338
2022,133,ARG,1170,312
2022,133,ARG,1171,248
2022,133,ARG,1172,34
2022,133,ARG,1173,64
2022,133,ARG,1174,130
2022,133,ARG,1175,356
2022,133,ARG,1176,300
2022,133,ARG,1177,103
2022,133,ARG,1178,225
2022,133,ARG,1179,89
2022,133,ARG,1180,174
2022,133,ARG,1181,12
2022,133,ARG,1182,308
2022,133,ARG,1183,355
2022,133,ARG,1184,256
2022,133,ARG,1185,307
2022,133,ARG,1186,205
2022,133,ARG,1187,186
2022,133,ARG,1188,295
2022,133,ARG,1189,271
2022,133,ARG,1190,193
2022,133,ARG,1191,337
2022,133,ARG,1192,352
2022,133,ARG,1193,229
2022,133,ARG,1194,156
2022,133,ARG,1195,166
2022,133,ARG,1196,58
2022,133,ARG,1197,315
2022,133,ARG,1198,260
2022,133,ARG,1199,107
2022,133,ARG,1200,192
2022,133,ARG,1201,81
2022,133,ARG,1202,77
2022,133,ARG,1203,241
2022,133,ARG,1204,218
2022,133,ARG,1205,169
2022,133,ARG,1206,143
2022,133,ARG,1207,231
2022,133,ARG,1208,263
2022,133,ARG,1209,129
2022,133,ARG,1210,194
2022,133,ARG,1211,2
2022,133,ARG,1212,309
2022,133,ARG,1213,80
2022,133,ARG,1214,318
2022,133,ARG,1216,302
2022,133,ARG,1217,251
2022,133,ARG,1218,179
2022,133,ARG,1219,257
2022,133,ARG,1220,112
2022,133,ARG,1221,345
2022,133,ARG,1222,3
2022,133,ARG,1223,301
2022,133,ARG,1224,221
2022,133,ARG,1225,327
2022,133,ARG,1226,340
2022,133,ARG,1227,278
2022,133,ARG,1228,19
2022,133,ARG,1229,238
2022,133,ARG,1230,343
2022,133,ARG,1231,51
2022,133,ARG,1232,252
2022,133,ARG,1233,68
2022,133,ARG,1234,15
2022,133,ARG,1235,54
2022,133,ARG,1236,204
2022,133,ARG,1237,358
2022,133,ARG,1238,303
2022,133,ARG,1239,136
2022,133,ARG,1240,124
2022,133,ARG,1241,201
2022,133,ARG,1242,4
2022,133,ARG,1243,88
2022,133,ARG,1244,219
2022,133,ARG,1245,120
2022,133,ARG,1246,9
2022,133,ARG,1247,258
2022,133,ARG,1248,330
2022,133,ARG,1249,354
2022,133,ARG,1250,317
2022,133,ARG,1251,113
2022,133,ARG,1252,265
2022,133,ARG,1253,158
2022,133,ARG,1254,239
2022,133,ARG,1255,105
2022,133,ARG,1256,86
2022,133,ARG,1257,161
2022,133,ARG,1258,224
2022,133,ARG,1259,285
2022,133,ARG,1260,27
2022,133,ARG,1261,16
2022,133,ARG,1262,240
2022,133,ARG,1263,351
2022,133,ARG,1264,250
2022,133,ARG,1265,233
2022,133,ARG,1266,49
2022,133,ARG,1267,246
2022,133,ARG,1268,93
2022,133,ARG,1269,191
2022,133,ARG,1270,275
2022,133,ARG,1271,276
2022,133,ARG,1272,32
2022,133,ARG,1273,185
2022,133,ARG,1274,57
2022,133,ARG,1275,254
2022,133,ARG,1276,50
2022,133,ARG,1277,31
2022,133,ARG,1278,115
2022,133,ARG,1279,132
2022,133,ARG,1280,62
2022,133,ARG,1281,164
2022,133,ARG,1282,171
2022,133,ARG,1283,76
2022,133,ARG,1284,145
2022,133,ARG,1285,208
2022,133,ARG,1286,97
2022,133,ARG,1287,122
2022,133,ARG,1288,273
2022,133,ARG,1290,357
2022,133,ARG,1291,267
2022,133,ARG,1292,92
2022,133,ARG,1293,14
2022,133,ARG,1294,200
2022,133,ARG,1295,131
2022,133,ARG,1296,304
2022,133,ARG,1297,196
2022,133,ARG,1298,183
2022,133,ARG,1299,286
2022,133,ARG,1300,244
2022,133,ARG,1301,198
2022,133,ARG,1303,346
2022,133,ARG,1304,189
2022,133,ARG,1305,140
2022,133,ARG,1306,236
2022,133,ARG,1307,181
2022,133,ARG,1308,59
2022,133,ARG,1309,215
2022,133,ARG,1310,202
2022,133,ARG,1311,165
2022,133,ARG,1312,328
2022,133,ARG,1313,121
2022,133,ARG,1314,38
2022,133,ARG,1315,344
2022,133,ARG,1316,237
2022,133,ARG,1317,37
2022,133,ARG,1318,287
2022,133,ARG,1319,322
2022,133,ARG,1320,99
2022,133,ARG,1321,98
2022,133,ARG,1322,311
2022,133,ARG,1323,60
2022,133,ARG,1324,153
2022,133,ARG,1325,110
2022,133,ARG,1326,42
2022,133,ARG,1328,45
2022,133,ARG,1329,63
2022,133,ARG,1330,210
2022,133,ARG,1331,141
2022,133,ARG,1332,84
2022,133,ARG,1333,299
2022,133,ARG,1334,314
2022,133,ARG,1335,214
2022,133,ARG,1336,96
2022,133,ARG,1337,306
2022,133,ARG,1338,227
2022,133,ARG,1339,176
2022,133,ARG,1340,259
2022,133,ARG,1341,313
2022,133,ARG,1342,264
2022,133,ARG,1343,95
2022,133,ARG,1344,25
2022,133,ARG,1345,11
2022,133,ARG,1346,245
2022,133,ARG,1347,294
2022,133,ARG,1348,167
2022,133,ARG,1349,197
2022,133,ARG,1350,70
2022,133,ARG,1351,249
2022,133,ARG,1352,329
2022,133,ARG,1353,83
2022,133,ARG,1354,297
2022,133,ARG,1355,39
2022,133,ARG,1356,163
2022,133,ARG,1357,326
2022,133,ARG,1358,138
2022,133,ARG,1359,160
2022,133,ARG,1360,211
2022,133,ARG,1361,21
2022,133,ARG,1362,30
2022,133,ARG,1363,280
2022,133,ARG,1364,155
2022,133,ARG,1365,78
2022,133,ARG,1367,243
2022,133,ARG,1368,212
2022,133,ARG,1369,272
2022,133,ARG,1370,116
2022,133,ARG,1371,35
2022,133,ARG,1372,117
2022,133,ARG,1373,235
2022,133,ARG,1374,48
2022,133,ARG,1375,135
2022,133,ARG,1376,82
2022,133,ARG,1377,173
2022,133,ARG,1378,282
2022,133,ARG,1379,331
2022,133,ARG,1380,220
2022,133,ARG,1381,159
2022,133,ARG,1382,74
2022,133,ARG,1383,324
2022,133,ARG,1384,332
2022,133,ARG,1385,79
2022,133,ARG,1386,209
2022,133,ARG,1387,56
2022,133,ARG,1388,20
2022,133,ARG,1389,137
2022,133,ARG,1390,104
2022,133,ARG,1391,290
2022,133,ARG,1392,234
2022,133,ARG,1393,91
2022,133,ARG,1394,190
2022,133,ARG,1395,43
2022,133,ARG,1396,119
2022,133,ARG,1397,7
2022,133,ARG,1398,279
2022,133,ARG,1399,268
2022,133,ARG,1400,24
2022,133,ARG,1401,40
2022,133,ARG,1402,94
2022,133,ARG,1403,13
2022,133,ARG,1404,316
2022,133,ARG,1405,61
2022,133,ARG,1406,67
2022,133,ARG,1407,148
2022,133,ARG,1408,114
2022,133,ARG,1409,206
2022,133,ARG,1410,310
2022,133,ARG,1411,203
2022,133,ARG,1412,41
2022,133,ARG,1413,247
2022,133,ARG,1414,128
2022,133,ARG,1415,177
2022,133,ARG,1416,101
2022,133,ARG,1417,10
2022,133,ARG,1418,175
2022,133,ARG,1419,242
2022,133,ARG,1420,232
2022,133,ARG,1421,199
2022,133,ARG,1422,170
2022,133,ARG,1423,149
2022,133,ARG,1424,87
2022,133,ARG,1425,28
2022,133,ARG,1426,217
2022,133,ARG,1427,319
2022,133,ARG,1428,172
2022,133,ARG,1429,73
2022,133,ARG,1430,108
2022,133,ARG,1431,151
2022,133,ARG,1433,52
2022,133,ARG,1434,222
2022,133,ARG,1435,72
2022,133,ARG,1436,47
2022,133,ARG,1437,8
2022,133,ARG,1438,85
2022,133,ARG,1439,36
2022,133,ARG,1440,150
2022,133,ARG,1441,277
2022,133,ARG,1442,230
2022,133,ARG,1443,133
2022,133,ARG,1444,333
2022,133,ARG,1447,126
2022,133,ARG,1448,53
2022,133,ARG,1449,125
2022,133,ARG,1450,69
2022,133,ARG,1451,162
2022,133,ARG,1452,75
2022,133,ARG,1453,349
2022,133,ARG,1454,334
2022,133,ARG,1455,109
2022,133,ARG,1456,347
2022,133,ARG,1457,134
2022,133,ARG,1458,22
2022,133,ARG,1459,111
2022,133,ARG,1460,187
2022,133,ARG,1461,33
2022,133,ARG,1462,55
2022,133,ARG,1463,144
2022,133,ARG,1464,261
2022,133,ARG,1465,213
2022,133,ARG,1466,281
2022,133,ARG,1467,298
2022,133,ARG,1468,146
2022,133,ARG,1469,255
2022,133,ARG,1470,223
2022,133,ARG,1471,262
2022,133,ARG,1472,292
2022,133,ATP,1101,120
2022,133,ATP,1102,151
2022,133,ATP,1103,131
2022,133,ATP,1104,21
2022,133,ATP,1105,345
2022,133,ATP,1106,266
2022,133,ATP,1107,272
2022,133,ATP,1108,268
2022,133,ATP,1110,289
2022,133,ATP,1111,285
2022,133,ATP,1112,2
2022,133,ATP,1113,90
2022,133,ATP,1114,305
2022,133,ATP,1115,343
2022,133,ATP,1116,35
2022,133,ATP,1117,161
2022,133,ATP,1119,299
2022,133,ATP,1120,5
2022,133,ATP,1122,288
2022,133,ATP,1123,230
2022,133,ATP,1124,6
2022,133,ATP,1125,39
2022,133,ATP,1126,320
2022,133,ATP,1127,297
2022,133,ATP,1129,62
2022,133,ATP,1130,96
2022,133,ATP,1131,213
2022,133,ATP,1132,267
2022,133,ATP,1133,76
2022,133,ATP,1135,167
2022,133,ATP,1136,286
2022,133,ATP,1137,324
2022,133,ATP,1138,124
2022,133,ATP,1139,165
2022,133,ATP,1140,115
2022,133,ATP,1141,279
2022,133,ATP,1142,301
2022,133,ATP,1143,141
2022,133,ATP,1144,209
2022,133,ATP,1145,290
2022,133,ATP,1146,311
2022,133,ATP,1148,325
2022,133,ATP,1149,352
2022,133,ATP,1150,126
2022,133,ATP,1151,95
2022,133,ATP,1152,334
2022,133,ATP,1153,127
2022,133,ATP,1154,312
2022,133,ATP,1155,54
2022,133,ATP,1156,98
2022,133,ATP,1157,283
2022,133,ATP,1158,110
2022,133,ATP,1159,123
2022,133,ATP,1160,61
2022,133,ATP,1161,41
2022,133,ATP,1162,344
2022,133,ATP,1163,19
2022,133,ATP,1164,276
2022,133,ATP,1165,142
2022,133,ATP,1166,79
2022,133,ATP,1167,292
2022,133,ATP,1168,194
2022,133,ATP,1169,330
2022,133,ATP,1170,310
2022,133,ATP,1171,172
2022,133,ATP,1172,66
2022,133,ATP,1173,68
2022,133,ATP,1174,113
2022,133,ATP,1175,358
2022,133,ATP,1176,245
2022,133,ATP,1177,92
2022,133,ATP,1178,218
2022,133,ATP,1179,84
2022,133,ATP,1180,166
2022,133,ATP,1181,16
2022,133,ATP,1182,253
2022,133,ATP,1183,357
2022,133,ATP,1184,235
2022,133,ATP,1185,295
2022,133,ATP,1186,186
2022,133,ATP,1187,164
2022,133,ATP,1188,293
2022,133,ATP,1189,250
2022,133,ATP,1190,211
2022,133,ATP,1191,269
2022,133,ATP,1192,332
2022,133,ATP,1193,216
2022,133,ATP,1194,102
2022,133,ATP,1195,193
2022,133,ATP,1196,24
2022,133,ATP,1197,328
2022,133,ATP,1198,259
2022,133,ATP,1199,43
2022,133,ATP,1200,159
2022,133,ATP,1201,99
2022,133,ATP,1202,44
2022,133,ATP,1203,178
2022,133,ATP,1204,282
2022,133,ATP,1205,188
2022,133,ATP,1206,97
2022,133,ATP,1207,160
2022,133,ATP,1208,190
2022,133,ATP,1209,183
2022,133,ATP,1210,136
2022,133,ATP,1211,1
2022,133,ATP,1212,314
2022,133,ATP,1213,153
2022,133,ATP,1214,351
2022,133,ATP,1216,203
2022,133,ATP,1217,243
2022,133,ATP,1218,215
2022,133,ATP,1219,291
2022,133,ATP,1220,100
2022,133,ATP,1221,350
2022,133,ATP,1222,3
2022,133,ATP,1223,316
2022,133,ATP,1224,221
2022,133,ATP,1225,326
2022,133,ATP,1226,329
2022,133,ATP,1227,192
2022,133,ATP,1228,22
2022,133,ATP,1229,144
2022,133,ATP,1230,346
2022,133,ATP,1231,27
2022,133,ATP,1232,240
2022,133,ATP,1233,65
2022,133,ATP,1234,8
2022,133,ATP,1235,31
2022,133,ATP,1236,155
2022,133,ATP,1237,355
2022,133,ATP,1238,274
2022,133,ATP,1239,277
2022,133,ATP,1240,184
2022,133,ATP,1241,219
2022,133,ATP,1242,10
2022,133,ATP,1243,73
2022,133,ATP,1244,246
2022,133,ATP,1245,134
2022,133,ATP,1246,7
2022,133,ATP,1247,223
2022,133,ATP,1248,233
2022,133,ATP,1249,353
2022,133,ATP,1250,247
2022,133,ATP,1251,162
2022,133,ATP,1252,318
2022,133,ATP,1253,158
2022,133,ATP,1254,185
2022,133,ATP,1255,170
2022,133,ATP,1256,138
2022,133,ATP,1257,139
2022,133,ATP,1258,197
2022,133,ATP,1259,187
2022,133,ATP,1260,23
2022,133,ATP,1261,9
2022,133,ATP,1262,242
2022,133,ATP,1263,321
2022,133,ATP,1264,244
2022,133,ATP,1265,271
2022,133,ATP,1266,30
2022,133,ATP,1267,176
2022,133,ATP,1268,89
2022,133,ATP,1269,149
2022,133,ATP,1270,336
2022,133,ATP,1271,300
2022,133,ATP,1272,15
2022,133,ATP,1273,175
2022,133,ATP,1274,29
2022,133,ATP,1275,241
2022,133,ATP,1276,32
2022,133,ATP,1277,38
2022,133,ATP,1278,109
2022,133,ATP,1279,104
2022,133,ATP,1280,42
2022,133,ATP,1281,101
2022,133,ATP,1282,202
2022,133,ATP,1283,87
2022,133,ATP,1284,156
2022,133,ATP,1285,227
2022,133,ATP,1286,111
2022,133,ATP,1287,143
2022,133,ATP,1288,303
2022,133,ATP,1290,342
2022,133,ATP,1291,205
2022,133,ATP,1292,88
2022,133,ATP,1293,74
2022,133,ATP,1294,196
2022,133,ATP,1295,263
2022,133,ATP,1296,236
2022,133,ATP,1297,181
2022,133,ATP,1298,198
2022,133,ATP,1299,302
2022,133,ATP,1300,315
2022,133,ATP,1301,114
2022,133,ATP,1303,335
2022,133,ATP,1304,91
2022,133,ATP,1305,106
2022,133,ATP,1306,256
2022,133,ATP,1307,169
2022,133,ATP,1308,140
2022,133,ATP,1309,296
2022,133,ATP,1310,237
2022,133,ATP,1311,255
2022,133,ATP,1312,340
2022,133,ATP,1313,280
2022,133,ATP,1314,55
2022,133,ATP,1315,356
2022,133,ATP,1316,322
2022,133,ATP,1317,72
2022,133,ATP,1318,224
2022,133,ATP,1319,338
2022,133,ATP,1320,117
2022,133,ATP,1321,67
2022,133,ATP,1322,307
2022,133,ATP,1323,69
2022,133,ATP,1324,204
2022,133,ATP,1325,107
2022,133,ATP,1326,37
2022,133,ATP,1328,17
2022,133,ATP,1329,28
2022,133,ATP,1330,200
2022,133,ATP,1331,239
2022,133,ATP,1332,70
2022,133,ATP,1333,150
2022,133,ATP,1334,249
2022,133,ATP,1335,171
2022,133,ATP,1336,129
2022,133,ATP,1337,261
2022,133,ATP,1338,180
2022,133,ATP,1339,208
2022,133,ATP,1340,199
2022,133,ATP,1341,174
2022,133,ATP,1342,262
2022,133,ATP,1343,119
2022,133,ATP,1344,71
2022,133,ATP,1345,34
2022,133,ATP,1346,214
2022,133,ATP,1347,278
2022,133,ATP,1348,94
2022,133,ATP,1349,264
2022,133,ATP,1350,49
2022,133,ATP,1351,252
2022,133,ATP,1352,284
2022,133,ATP,1353,45
2022,133,ATP,1354,347
2022,133,ATP,1355,82
2022,133,ATP,1356,135
2022,133,ATP,1357,331
2022,133,ATP,1358,201
2022,133,ATP,1359,232
2022,133,ATP,1360,304
2022,133,ATP,1361,47
2022,133,ATP,1362,36
2022,133,ATP,1363,298
2022,133,ATP,1364,132
2022,133,ATP,1365,63
2022,133,ATP,1367,265
2022,133,ATP,1368,231
